prname,date,reporting_week,totalcases,ratecases_total,numdeaths,ratedeaths
Yukon,2022-07-16,28,4566,10427.28,26,59.38
Northwest Territories,2022-07-16,28,11511,25240.65,22,48.24
Nunavut,2022-07-16,28,3531,8712.93,7,17.27
Repatriated travellers,2022-07-16,28,13,,0,
Canada,2022-07-16,28,4031948,10356.94,42403,108.92
British Columbia,2022-07-23,29,378291,7111.64,3908,73.47
Alberta,2022-07-23,29,593988,13074.48,4666,102.7
Saskatchewan,2022-07-23,29,140670,11773.49,1448,121.19
Manitoba,2022-07-23,29,146266,10379.19,2061,146.25
Ontario,2022-07-23,29,1368682,9058.47,14009,92.72
Quebec,2022-07-23,29,1137508,13081.33,15392,177.01
Newfoundland and Labrador,2022-07-23,29,49412,9394.42,203,38.6
New Brunswick,2022-07-23,29,71479,8802.17,443,54.55
Nova Scotia,2022-07-23,29,113669,11147.02,467,45.8
Prince Edward Island,2022-07-23,29,45645,26741.77,49,28.71
Yukon,2022-07-23,29,4603,10511.77,26,59.38
Northwest Territories,2022-07-23,29,11511,25240.65,22,48.24
Nunavut,2022-07-23,29,3531,8712.93,7,17.27
Repatriated travellers,2022-07-23,29,13,,0,
Canada,2022-07-23,29,4065268,10442.53,42701,109.69
British Columbia,2022-07-30,30,379274,7130.12,3940,74.07
Alberta,2022-07-30,30,595659,13111.26,4687,103.17
Saskatchewan,2022-07-30,30,141051,11805.38,1459,122.11
Manitoba,2022-07-30,30,146524,10397.5,2067,146.68
Ontario,2022-07-30,30,1379922,9132.86,14106,93.36
Quebec,2022-07-30,30,1147744,13199.05,15483,178.05
Newfoundland and Labrador,2022-07-30,30,49748,9458.3,207,39.36
New Brunswick,2022-07-30,30,72226,8894.16,447,55.05
Nova Scotia,2022-07-30,30,115417,11318.44,468,45.89
Prince Edward Island,2022-07-30,30,46818,27428.99,49,28.71
Yukon,2022-07-30,30,4682,10692.18,26,59.38
Northwest Territories,2022-07-30,30,11511,25240.65,22,48.24
Nunavut,2022-07-30,30,3531,8712.93,7,17.27
Repatriated travellers,2022-07-30,30,13,,0,
Canada,2022-07-30,30,4094120,10516.65,42968,110.37
British Columbia,2022-08-06,31,380174,7147.04,3995,75.1
Alberta,2022-08-06,31,597367,13148.85,4718,103.85
Saskatchewan,2022-08-06,31,141432,11837.27,1469,122.95
Manitoba,2022-08-06,31,146874,10422.34,2079,147.53
Ontario,2022-08-06,31,1390463,9202.63,14224,94.14
Quebec,2022-08-06,31,1155813,13291.84,15587,179.25
Newfoundland and Labrador,2022-08-06,31,50091,9523.51,212,40.31
New Brunswick,2022-08-06,31,72968,8985.53,451,55.54
Nova Scotia,2022-08-06,31,117142,11487.61,472,46.29
Prince Edward Island,2022-08-06,31,47694,27942.21,51,29.88
Yukon,2022-08-06,31,4738,10820.07,29,66.23
Northwest Territories,2022-08-06,31,11511,25240.65,22,48.24
Nunavut,2022-08-06,31,3531,8712.93,7,17.27
Repatriated travellers,2022-08-06,31,13,,0,
Canada,2022-08-06,31,4119811,10582.64,43316,111.27
British Columbia,2022-08-13,32,381049,7163.49,4037,75.89
Alberta,2022-08-13,32,599100,13187.0,4737,104.27
Saskatchewan,2022-08-13,32,141815,11869.32,1479,123.79
Manitoba,2022-08-13,32,147329,10454.63,2093,148.52
Ontario,2022-08-13,32,1400429,9268.58,14300,94.64
Quebec,2022-08-13,32,1163070,13375.29,15666,180.16
Newfoundland and Labrador,2022-08-13,32,50430,9587.96,219,41.64
New Brunswick,2022-08-13,32,73643,9068.65,456,56.15
Nova Scotia,2022-08-13,32,118671,11637.55,481,47.17
Prince Edward Island,2022-08-13,32,48353,28328.29,52,30.46
Yukon,2022-08-13,32,4771,10895.43,30,68.51
Northwest Territories,2022-08-13,32,11511,25240.65,22,48.24
Nunavut,2022-08-13,32,3531,8712.93,7,17.27
Repatriated travellers,2022-08-13,32,13,,0,
Canada,2022-08-13,32,4143715,10644.04,43579,111.94
British Columbia,2022-08-20,33,381788,7177.38,4097,77.02
Alberta,2022-08-20,33,600629,13220.65,4772,105.04
Saskatchewan,2022-08-20,33,142298,11909.75,1491,124.79
Manitoba,2022-08-20,33,147806,10488.47,2105,149.37
Ontario,2022-08-20,33,1410118,9332.71,14390,95.24
Quebec,2022-08-20,33,1169944,13454.35,15747,181.09
Newfoundland and Labrador,2022-08-20,33,50810,9660.21,223,42.4
New Brunswick,2022-08-20,33,74440,9166.8,462,56.89
Nova Scotia,2022-08-20,33,120055,11773.27,490,48.05
Prince Edward Island,2022-08-20,33,49063,28744.26,53,31.05
Yukon,2022-08-20,33,4798,10957.09,30,68.51
Northwest Territories,2022-08-20,33,11511,25240.65,22,48.24
Nunavut,2022-08-20,33,3531,8712.93,7,17.27
Repatriated travellers,2022-08-20,33,13,,0,
Canada,2022-08-20,33,4166804,10703.35,43889,112.74
British Columbia,2022-08-27,34,382436,7189.56,4145,77.92
Alberta,2022-08-27,34,602028,13251.45,4799,105.63
Saskatchewan,2022-08-27,34,142781,11950.17,1503,125.79
Manitoba,2022-08-27,34,148428,10532.61,2115,150.08
Ontario,2022-08-27,34,1419317,9393.59,14496,95.94
Quebec,2022-08-27,34,1175570,13519.04,15839,182.15
Newfoundland and Labrador,2022-08-27,34,51111,9717.44,227,43.16
New Brunswick,2022-08-27,34,75152,9254.48,466,57.38
Nova Scotia,2022-08-27,34,121380,11903.21,496,48.64
Prince Edward Island,2022-08-27,34,49834,29195.96,54,31.64
Yukon,2022-08-27,34,4817,11000.48,30,68.51
Northwest Territories,2022-08-27,34,11511,25240.65,22,48.24
Nunavut,2022-08-27,34,3531,8712.93,7,17.27
Repatriated travellers,2022-08-27,34,13,,0,
Canada,2022-08-27,34,4187909,10757.56,44199,113.53
British Columbia,2022-09-03,35,383054,7201.18,4183,78.64
Alberta,2022-09-03,35,603165,13276.48,4836,106.45
Saskatchewan,2022-09-03,35,143264,11990.6,1515,126.8
Manitoba,2022-09-03,35,148903,10566.32,2118,150.3
Ontario,2022-09-03,35,1427570,9448.21,14582,96.51
Quebec,2022-09-03,35,1180607,13576.97,15899,182.84
Newfoundland and Labrador,2022-09-03,35,51329,9758.88,231,43.92
New Brunswick,2022-09-03,35,75741,9327.01,472,58.12
Nova Scotia,2022-09-03,35,122458,12008.92,504,49.43
Prince Edward Island,2022-09-03,35,50404,29529.9,56,32.81
Yukon,2022-09-03,35,4839,11050.72,30,68.51
Northwest Territories,2022-09-03,35,11511,25240.65,22,48.24
Nunavut,2022-09-03,35,3531,8712.93,7,17.27
Repatriated travellers,2022-09-03,35,13,,0,
Canada,2022-09-03,35,4206389,10805.03,44455,114.19
British Columbia,2022-09-10,36,383628,7211.97,4216,79.26
Alberta,2022-09-10,36,604210,13299.48,4857,106.91
Saskatchewan,2022-09-10,36,143747,12031.02,1527,127.8
Manitoba,2022-09-10,36,149245,10590.59,2137,151.64
Ontario,2022-09-10,36,1434645,9495.04,14657,97.01
Quebec,2022-09-10,36,1185562,13633.95,15946,183.38
Newfoundland and Labrador,2022-09-10,36,51446,9781.13,235,44.68
New Brunswick,2022-09-10,36,76316,9397.82,476,58.62
Nova Scotia,2022-09-10,36,123549,12115.91,518,50.8
Prince Edward Island,2022-09-10,36,50855,29794.13,57,33.39
Yukon,2022-09-10,36,4859,11096.39,30,68.51
Northwest Territories,2022-09-10,36,11511,25240.65,22,48.24
Nunavut,2022-09-10,36,3531,8712.93,7,17.27
Repatriated travellers,2022-09-10,36,13,,0,
Canada,2022-09-10,36,4223117,10848.0,44685,114.78
British Columbia,2022-09-17,37,384266,7223.96,4253,79.95
Alberta,2022-09-17,37,605457,13326.93,4884,107.5
Saskatchewan,2022-09-17,37,144235,12071.86,1543,129.14
Manitoba,2022-09-17,37,149622,10617.34,2143,152.07
Ontario,2022-09-17,37,1442405,9546.4,14734,97.52
Quebec,2022-09-17,37,1190520,13690.97,15991,183.9
Newfoundland and Labrador,2022-09-17,37,51580,9806.61,236,44.87
New Brunswick,2022-09-17,37,76902,9469.98,480,59.11
Nova Scotia,2022-09-17,37,124511,12210.25,531,52.07
Prince Edward Island,2022-09-17,37,51256,30029.06,59,34.57
Yukon,2022-09-17,37,4867,11114.66,31,70.79
Northwest Territories,2022-09-17,37,11511,25240.65,22,48.24
Nunavut,2022-09-17,37,3531,8712.93,7,17.27
Repatriated travellers,2022-09-17,37,13,,0,
Canada,2022-09-17,37,4240676,10893.11,44914,115.37
British Columbia,2022-09-24,38,384900,7235.88,4283,80.52
Alberta,2022-09-24,38,606866,13357.94,4913,108.14
Saskatchewan,2022-09-24,38,144704,12111.12,1550,129.73
Manitoba,2022-09-24,38,149908,10637.64,2160,153.28
Ontario,2022-09-24,38,1450630,9600.83,14810,98.02
Quebec,2022-09-24,38,1196087,13754.99,16028,184.32
Newfoundland and Labrador,2022-09-24,38,51743,9837.6,239,45.44
New Brunswick,2022-09-24,38,77460,9538.69,485,59.72
Nova Scotia,2022-09-24,38,125474,12304.69,541,53.05
Prince Edward Island,2022-09-24,38,51604,30232.94,60,35.15
Yukon,2022-09-24,38,4891,11169.47,31,70.79
Northwest Territories,2022-09-24,38,11511,25240.65,22,48.24
Nunavut,2022-09-24,38,3531,8712.93,7,17.27
Repatriated travellers,2022-09-24,38,13,,0,
Canada,2022-09-24,38,4259322,10941.0,45129,115.92
British Columbia,2022-10-01,39,385599,7249.02,4321,81.23
Alberta,2022-10-01,39,608256,13388.53,4944,108.82
Saskatchewan,2022-10-01,39,145260,12157.65,1565,130.98
Manitoba,2022-10-01,39,150213,10659.28,2177,154.48
Ontario,2022-10-01,39,1458984,9656.12,14883,98.5
Quebec,2022-10-01,39,1202151,13824.73,16078,184.9
Newfoundland and Labrador,2022-10-01,39,51955,9877.9,243,46.2
New Brunswick,2022-10-01,39,78056,9612.09,490,60.34
Nova Scotia,2022-10-01,39,126598,12414.92,544,53.35
Prince Edward Island,2022-10-01,39,51919,30417.49,61,35.74
Yukon,2022-10-01,39,4908,11208.29,31,70.79
Northwest Territories,2022-10-01,39,11511,25240.65,22,48.24
Nunavut,2022-10-01,39,3531,8712.93,7,17.27
Repatriated travellers,2022-10-01,39,13,,0,
Canada,2022-10-01,39,4278954,10991.43,45366,116.53
British Columbia,2022-10-08,40,386293,7262.07,4370,82.15
Alberta,2022-10-08,40,609624,13418.65,4978,109.57
Saskatchewan,2022-10-08,40,145734,12197.32,1586,132.74
Manitoba,2022-10-08,40,150554,10683.48,2190,155.4
Ontario,2022-10-08,40,1468042,9716.07,14982,99.16
Quebec,2022-10-08,40,1208502,13897.76,16140,185.61
Newfoundland and Labrador,2022-10-08,40,52111,9907.56,246,46.77
New Brunswick,2022-10-08,40,78687,9689.79,493,60.71
Nova Scotia,2022-10-08,40,127608,12513.96,552,54.13
Prince Edward Island,2022-10-08,40,52229,30599.1,63,36.91
Yukon,2022-10-08,40,4923,11242.55,31,70.79
Northwest Territories,2022-10-08,40,11511,25240.65,22,48.24
Nunavut,2022-10-08,40,3531,8712.93,7,17.27
Repatriated travellers,2022-10-08,40,13,,0,
Canada,2022-10-08,40,4299362,11043.86,45660,117.29
British Columbia,2022-10-15,41,386920,7273.86,4423,83.15
Alberta,2022-10-15,41,610942,13447.66,5011,110.3
Saskatchewan,2022-10-15,41,146222,12238.17,1599,133.83
Manitoba,2022-10-15,41,150957,10712.07,2199,156.04
Ontario,2022-10-15,41,1477525,9778.84,15102,99.95
Quebec,2022-10-15,41,1215109,13973.74,16199,186.29
Newfoundland and Labrador,2022-10-15,41,52335,9950.15,250,47.53
New Brunswick,2022-10-15,41,79434,9781.78,576,70.93
Nova Scotia,2022-10-15,41,128714,12622.42,567,55.6
Prince Edward Island,2022-10-15,41,52683,30865.09,64,37.5
Yukon,2022-10-15,41,4929,11256.25,31,70.79
Northwest Territories,2022-10-15,41,11511,25240.65,22,48.24
Nunavut,2022-10-15,41,3531,8712.93,7,17.27
Repatriated travellers,2022-10-15,41,13,,0,
Canada,2022-10-15,41,4320825,11098.99,46050,118.29
British Columbia,2022-10-22,42,387451,7283.84,4485,84.32
Alberta,2022-10-22,42,612350,13478.65,5050,111.16
Saskatchewan,2022-10-22,42,146888,12293.91,1628,136.26
Manitoba,2022-10-22,42,151319,10737.76,2211,156.89
Ontario,2022-10-22,42,1487428,9844.38,15243,100.88
Quebec,2022-10-22,42,1221176,14043.51,16274,187.15
Newfoundland and Labrador,2022-10-22,42,52552,9991.41,254,48.29
New Brunswick,2022-10-22,42,80126,9866.99,585,72.04
Nova Scotia,2022-10-22,42,129705,12719.61,583,57.17
Prince Edward Island,2022-10-22,42,53199,31167.39,66,38.67
Yukon,2022-10-22,42,4941,11283.66,31,70.79
Northwest Territories,2022-10-22,42,11511,25240.65,22,48.24
Nunavut,2022-10-22,42,3531,8712.93,7,17.27
Repatriated travellers,2022-10-22,42,13,,0,
Canada,2022-10-22,42,4342190,11153.87,46439,119.29
British Columbia,2022-10-29,43,387936,7292.96,4525,85.07
Alberta,2022-10-29,43,613692,13508.19,5093,112.1
Saskatchewan,2022-10-29,43,147688,12360.87,1648,137.93
Manitoba,2022-10-29,43,151730,10766.93,2232,158.39
Ontario,2022-10-29,43,1497336,9909.95,15392,101.87
Quebec,2022-10-29,43,1227156,14112.28,16357,188.11
Newfoundland and Labrador,2022-10-29,43,52802,10038.94,257,48.86
New Brunswick,2022-10-29,43,80715,9939.52,592,72.9
Nova Scotia,2022-10-29,43,130534,12800.9,598,58.64
Prince Edward Island,2022-10-29,43,53561,31379.48,69,40.42
Yukon,2022-10-29,43,4954,11313.34,32,73.08
Northwest Territories,2022-10-29,43,11511,25240.65,22,48.24
Nunavut,2022-10-29,43,3531,8712.93,7,17.27
Repatriated travellers,2022-10-29,43,13,,0,
Canada,2022-10-29,43,4363159,11207.73,46824,120.28
British Columbia,2022-11-05,44,388497,7303.5,4552,85.57
Alberta,2022-11-05,44,615087,13538.89,5129,112.9
Saskatchewan,2022-11-05,44,148288,12411.08,1678,140.44
Manitoba,2022-11-05,44,152072,10791.19,2256,160.09
Ontario,2022-11-05,44,1505444,9963.61,15519,102.71
Quebec,2022-11-05,44,1232862,14177.9,16439,189.05
Newfoundland and Labrador,2022-11-05,44,52973,10071.45,262,49.81
New Brunswick,2022-11-05,44,81269,10007.75,599,73.76
Nova Scotia,2022-11-05,44,131239,12870.04,613,60.11
Prince Edward Island,2022-11-05,44,53797,31517.74,72,42.18
Yukon,2022-11-05,44,4974,11359.02,32,73.08
Northwest Territories,2022-11-05,44,11511,25240.65,22,48.24
Nunavut,2022-11-05,44,3531,8712.93,7,17.27
Repatriated travellers,2022-11-05,44,13,,0,
Canada,2022-11-05,44,4381557,11254.99,47180,121.19
British Columbia,2022-11-12,45,388984,7312.66,4607,86.61
Alberta,2022-11-12,45,616398,13567.75,5169,113.78
Saskatchewan,2022-11-12,45,148736,12448.58,1691,141.53
Manitoba,2022-11-12,45,152345,10810.57,2261,160.44
Ontario,2022-11-12,45,1511448,10003.35,15621,103.39
Quebec,2022-11-12,45,1238143,14238.63,16503,189.78
Newfoundland and Labrador,2022-11-12,45,53150,10105.1,268,50.95
New Brunswick,2022-11-12,45,81787,10071.53,603,74.26
Nova Scotia,2022-11-12,45,131825,12927.5,628,61.59
Prince Edward Island,2022-11-12,45,53977,31623.2,74,43.35
Yukon,2022-11-12,45,4989,11393.27,32,73.08
Northwest Territories,2022-11-12,45,11511,25240.65,22,48.24
Nunavut,2022-11-12,45,3531,8712.93,7,17.27
Repatriated travellers,2022-11-12,45,13,,0,
Canada,2022-11-12,45,4396837,11294.24,47486,121.98
British Columbia,2022-11-19,46,389479,7321.96,4642,87.27
Alberta,2022-11-19,46,617774,13598.04,5225,115.01
Saskatchewan,2022-11-19,46,149189,12486.49,1719,143.87
Manitoba,2022-11-19,46,152659,10832.85,2277,161.58
Ontario,2022-11-19,46,1516685,10038.01,15722,104.05
Quebec,2022-11-19,46,1243467,14299.86,16571,190.57
Newfoundland and Labrador,2022-11-19,46,53299,10133.43,271,51.52
New Brunswick,2022-11-19,46,82223,10125.22,609,74.99
Nova Scotia,2022-11-19,46,132351,12979.09,639,62.66
Prince Edward Island,2022-11-19,46,54257,31787.24,76,44.53
Yukon,2022-11-19,46,4989,11393.27,32,73.08
Northwest Territories,2022-11-19,46,11511,25240.65,22,48.24
Nunavut,2022-11-19,46,3531,8712.93,7,17.27
Repatriated travellers,2022-11-19,46,13,,0,
Canada,2022-11-19,46,4411427,11331.72,47812,122.82
British Columbia,2022-11-26,47,390087,7333.39,4680,87.98
Alberta,2022-11-26,47,619138,13628.06,5266,115.91
Saskatchewan,2022-11-26,47,149678,12527.42,1740,145.63
Manitoba,2022-11-26,47,152940,10852.79,2293,162.71
Ontario,2022-11-26,47,1521296,10068.53,15809,104.63
Quebec,2022-11-26,47,1249656,14371.03,16655,191.53
Newfoundland and Labrador,2022-11-26,47,53465,10164.99,275,52.28
New Brunswick,2022-11-26,47,82819,10198.62,615,75.73
Nova Scotia,2022-11-26,47,132887,13031.65,653,64.04
Prince Edward Island,2022-11-26,47,54559,31964.17,79,46.28
Yukon,2022-11-26,47,4989,11393.27,32,73.08
Northwest Territories,2022-11-26,47,11511,25240.65,22,48.24
Nunavut,2022-11-26,47,3531,8712.93,7,17.27
Repatriated travellers,2022-11-26,47,13,,0,
Canada,2022-11-26,47,4426569,11370.61,48126,123.62
British Columbia,2022-12-03,48,390626,7343.53,4715,88.64
Alberta,2022-12-03,48,620291,13653.44,5308,116.84
Saskatchewan,2022-12-03,48,150139,12566.0,1763,147.56
Manitoba,2022-12-03,48,153194,10870.81,2301,163.28
Ontario,2022-12-03,48,1526202,10101.0,15886,105.14
Quebec,2022-12-03,48,1256948,14454.89,16731,192.41
Newfoundland and Labrador,2022-12-03,48,53635,10197.31,278,52.85
New Brunswick,2022-12-03,48,83425,10273.24,621,76.47
Nova Scotia,2022-12-03,48,133406,13082.55,666,65.31
Prince Edward Island,2022-12-03,48,54870,32146.37,81,47.46
Yukon,2022-12-03,48,4989,11393.27,32,73.08
Northwest Territories,2022-12-03,48,11511,25240.65,22,48.24
Nunavut,2022-12-03,48,3531,8712.93,7,17.27
Repatriated travellers,2022-12-03,48,13,,0,
Canada,2022-12-03,48,4442780,11412.26,48411,124.35
British Columbia,2022-12-10,49,391285,7355.92,4760,89.49
Alberta,2022-12-10,49,621335,13676.42,5335,117.43
Saskatchewan,2022-12-10,49,150566,12601.74,1779,148.89
Manitoba,2022-12-10,49,153349,10881.81,2305,163.57
Ontario,2022-12-10,49,1531452,10135.75,15960,105.63
Quebec,2022-12-10,49,1264324,14539.71,16834,193.59
Newfoundland and Labrador,2022-12-10,49,53785,10225.83,282,53.62
New Brunswick,2022-12-10,49,84244,10374.1,628,77.33
Nova Scotia,2022-12-10,49,133919,13132.85,672,65.9
Prince Edward Island,2022-12-10,49,55111,32287.57,81,47.46
Yukon,2022-12-10,49,4989,11393.27,32,73.08
Northwest Territories,2022-12-10,49,11511,25240.65,22,48.24
Nunavut,2022-12-10,49,3531,8712.93,7,17.27
Repatriated travellers,2022-12-10,49,13,,0,
Canada,2022-12-10,49,4459414,11454.98,48697,125.09
British Columbia,2022-12-17,50,391897,7367.42,4806,90.35
Alberta,2022-12-17,50,622298,13697.62,5366,118.11
Saskatchewan,2022-12-17,50,150942,12633.21,1800,150.65
Manitoba,2022-12-17,50,153507,10893.02,2331,165.41
Ontario,2022-12-17,50,1537450,10175.44,16030,106.09
Quebec,2022-12-17,50,1272075,14628.85,16926,194.65
Newfoundland and Labrador,2022-12-17,50,53914,10250.36,288,54.76
New Brunswick,2022-12-17,50,84891,10453.77,722,88.91
Nova Scotia,2022-12-17,50,134483,13188.16,674,66.1
Prince Edward Island,2022-12-17,50,55319,32409.43,82,48.04
Yukon,2022-12-17,50,4989,11393.27,32,73.08
Northwest Territories,2022-12-17,50,11511,25240.65,22,48.24
Nunavut,2022-12-17,50,3531,8712.93,7,17.27
Repatriated travellers,2022-12-17,50,13,,0,
Canada,2022-12-17,50,4476820,11499.7,49086,126.09
British Columbia,2022-12-24,51,392453,7377.87,4883,91.8
Alberta,2022-12-24,51,623121,13715.73,5395,118.75
Saskatchewan,2022-12-24,51,151268,12660.5,1807,151.24
Manitoba,2022-12-24,51,153650,10903.17,2369,168.11
Ontario,2022-12-24,51,1543944,10218.42,16117,106.67
Quebec,2022-12-24,51,1279191,14710.68,17033,195.88
Newfoundland and Labrador,2022-12-24,51,54010,10268.61,288,54.76
New Brunswick,2022-12-24,51,84891,10453.77,722,88.91
Nova Scotia,2022-12-24,51,135141,13252.69,682,66.88
Prince Edward Island,2022-12-24,51,55517,32525.43,82,48.04
Yukon,2022-12-24,51,4989,11393.27,32,73.08
Northwest Territories,2022-12-24,51,11511,25240.65,22,48.24
Nunavut,2022-12-24,51,3531,8712.93,7,17.27
Repatriated travellers,2022-12-24,51,13,,0,
Canada,2022-12-24,51,4493230,11541.85,49439,126.99
British Columbia,2022-12-31,52,393145,7390.88,4896,92.04
Alberta,2022-12-31,52,623991,13734.88,5421,119.32
Saskatchewan,2022-12-31,52,151570,12685.77,1822,152.49
Manitoba,2022-12-31,52,153784,10912.68,2369,168.11
Ontario,2022-12-31,52,1550579,10262.34,16189,107.15
Quebec,2022-12-31,52,1285178,14779.54,17139,197.1
Newfoundland and Labrador,2022-12-31,52,54113,10288.19,295,56.09
New Brunswick,2022-12-31,52,85897,10577.65,740,91.13
Nova Scotia,2022-12-31,52,135956,13332.61,691,67.76
Prince Edward Island,2022-12-31,52,55679,32620.34,82,48.04
Yukon,2022-12-31,52,4989,11393.27,32,73.08
Northwest Territories,2022-12-31,52,11511,25240.65,22,48.24
Nunavut,2022-12-31,52,3531,8712.93,7,17.27
Repatriated travellers,2022-12-31,52,13,,0,
Canada,2022-12-31,52,4509936,11584.76,49705,127.68
British Columbia,2023-01-07,1,393804,7403.27,4961,93.26
Alberta,2023-01-07,1,624959,13756.19,5444,119.83
Saskatchewan,2023-01-07,1,151941,12716.82,1833,153.41
Manitoba,2023-01-07,1,153919,10922.26,2394,169.88
Ontario,2023-01-07,1,1557996,10311.42,16287,107.79
Quebec,2023-01-07,1,1290655,14842.52,17237,198.23
Newfoundland and Labrador,2023-01-07,1,54255,10315.19,295,56.09
New Brunswick,2023-01-07,1,86418,10641.81,749,92.23
Nova Scotia,2023-01-07,1,136944,13429.5,699,68.55
Prince Edward Island,2023-01-07,1,55825,32705.87,83,48.63
Yukon,2023-01-07,1,4989,11393.27,32,73.08
Northwest Territories,2023-01-07,1,11511,25240.65,22,48.24
Nunavut,2023-01-07,1,3531,8712.93,7,17.27
Repatriated travellers,2023-01-07,1,13,,0,
Canada,2023-01-07,1,4526760,11627.98,50043,128.55
British Columbia,2023-01-14,2,394366,7413.84,5007,94.13
Alberta,2023-01-14,2,625888,13776.64,5475,120.51
Saskatchewan,2023-01-14,2,152258,12743.36,1845,154.42
Manitoba,2023-01-14,2,154041,10930.92,2403,170.52
Ontario,2023-01-14,2,1563976,10351.0,16383,108.43
Quebec,2023-01-14,2,1295049,14893.05,17331,199.31
Newfoundland and Labrador,2023-01-14,2,54332,10329.83,299,56.85
New Brunswick,2023-01-14,2,86851,10695.13,762,93.84
Nova Scotia,2023-01-14,2,137669,13500.6,705,69.14
Prince Edward Island,2023-01-14,2,55985,32799.61,85,49.8
Yukon,2023-01-14,2,4989,11393.27,32,73.08
Northwest Territories,2023-01-14,2,11511,25240.65,22,48.24
Nunavut,2023-01-14,2,3531,8712.93,7,17.27
Repatriated travellers,2023-01-14,2,13,,0,
Canada,2023-01-14,2,4540459,11663.17,50356,129.35
British Columbia,2023-01-21,3,394774,7421.51,5061,95.14
Alberta,2023-01-21,3,626555,13791.32,5505,121.17
Saskatchewan,2023-01-21,3,152531,12766.2,1857,155.42
Manitoba,2023-01-21,3,154100,10935.1,2418,171.58
Ontario,2023-01-21,3,1569190,10385.51,16460,108.94
Quebec,2023-01-21,3,1298683,14934.84,17412,200.24
Newfoundland and Labrador,2023-01-21,3,54412,10345.04,299,56.85
New Brunswick,2023-01-21,3,87172,10734.66,773,95.19
Nova Scotia,2023-01-21,3,138331,13565.52,715,70.12
Prince Edward Island,2023-01-21,3,56136,32888.08,85,49.8
Yukon,2023-01-21,3,4989,11393.27,32,73.08
Northwest Territories,2023-01-21,3,11511,25240.65,22,48.24
Nunavut,2023-01-21,3,3531,8712.93,7,17.27
Repatriated travellers,2023-01-21,3,13,,0,
Canada,2023-01-21,3,4551928,11692.63,50646,130.1
British Columbia,2023-01-28,4,395070,7427.07,5106,95.99
Alberta,2023-01-28,4,627157,13804.57,5533,121.79
Saskatchewan,2023-01-28,4,152773,12786.46,1867,156.26
Manitoba,2023-01-28,4,154196,10941.92,2428,172.29
Ontario,2023-01-28,4,1574166,10418.44,16529,109.4
Quebec,2023-01-28,4,1301748,14970.09,17479,201.01
Newfoundland and Labrador,2023-01-28,4,54473,10356.63,307,58.37
New Brunswick,2023-01-28,4,87435,10767.05,781,96.18
Nova Scotia,2023-01-28,4,139013,13632.4,724,71.0
Prince Edward Island,2023-01-28,4,56201,32926.16,88,51.56
Yukon,2023-01-28,4,4989,11393.27,32,73.08
Northwest Territories,2023-01-28,4,11511,25240.65,22,48.24
Nunavut,2023-01-28,4,3531,8712.93,7,17.27
Repatriated travellers,2023-01-28,4,13,,0,
Canada,2023-01-28,4,4562276,11719.21,50903,130.76
British Columbia,2023-02-04,5,395367,7432.65,5139,96.61
Alberta,2023-02-04,5,627702,13816.57,5555,122.27
Saskatchewan,2023-02-04,5,153048,12809.48,1873,156.76
Manitoba,2023-02-04,5,154346,10952.56,2439,173.07
Ontario,2023-02-04,5,1578892,10449.72,16594,109.83
Quebec,2023-02-04,5,1304983,15007.29,17519,201.47
Newfoundland and Labrador,2023-02-04,5,54533,10368.04,307,58.37
New Brunswick,2023-02-04,5,87774,10808.79,812,99.99
Nova Scotia,2023-02-04,5,139671,13696.93,746,73.16
Prince Edward Island,2023-02-04,5,56261,32961.31,90,52.73
Yukon,2023-02-04,5,4989,11393.27,32,73.08
Northwest Territories,2023-02-04,5,11511,25240.65,22,48.24
Nunavut,2023-02-04,5,3531,8712.93,7,17.27
Repatriated travellers,2023-02-04,5,13,,0,
Canada,2023-02-04,5,4572621,11745.78,51135,131.35
British Columbia,2023-02-11,6,395709,7439.08,5157,96.95
Alberta,2023-02-11,6,628149,13826.41,5566,122.52
Saskatchewan,2023-02-11,6,153255,12826.8,1889,158.1
Manitoba,2023-02-11,6,154494,10963.06,2456,174.28
Ontario,2023-02-11,6,1583510,10480.29,16655,110.23
Quebec,2023-02-11,6,1308606,15048.96,17569,202.04
Newfoundland and Labrador,2023-02-11,6,54583,10377.55,314,59.7
New Brunswick,2023-02-11,6,88153,10855.47,822,101.22
Nova Scotia,2023-02-11,6,140111,13740.08,771,75.61
Prince Edward Island,2023-02-11,6,56340,33007.59,92,53.9
Yukon,2023-02-11,6,4989,11393.27,32,73.08
Northwest Territories,2023-02-11,6,11511,25240.65,22,48.24
Nunavut,2023-02-11,6,3531,8712.93,7,17.27
Repatriated travellers,2023-02-11,6,13,,0,
Canada,2023-02-11,6,4582954,11772.32,51352,131.91
British Columbia,2023-02-18,7,396066,7445.8,5192,97.61
Alberta,2023-02-18,7,628576,13835.81,5580,122.82
Saskatchewan,2023-02-18,7,153457,12843.71,1892,158.35
Manitoba,2023-02-18,7,154588,10969.73,2460,174.56
Ontario,2023-02-18,7,1587843,10508.96,16696,110.5
Quebec,2023-02-18,7,1312008,15088.08,17624,202.68
Newfoundland and Labrador,2023-02-18,7,54646,10389.53,314,59.7
New Brunswick,2023-02-18,7,88503,10898.57,825,101.59
Nova Scotia,2023-02-18,7,140492,13777.44,786,77.08
Prince Edward Island,2023-02-18,7,56408,33047.43,92,53.9
